acha let me check give me 5 mins fone kru ga pd ke,https://www.codechef.com/SNCK1B19/problems/QUEUE2 res = [] https://www.codechef.com/SNCK1B19/problems/MAXPRODU isme apply karo ye
Okk,"Apply karo, chale to msg krna"
Bhai smjhao tum krna kya chah rh ho?,Call kro batt kr rhe h https://stackoverflow.com/questions/53028709/find-all-combination-of-n-as-a-sum-of-k-distinct-elements Not rechable ? http://164.100.181.56/StudentLogin.aspx
Bhai khul rha hai But subject ni add ho rhe,Kyo Pc se karo
Bhai ghr pe ni hai Tum mera agr kr do agr ho jaye to,id pass do
Id to pta hogi,nhi
250 hai end me,ok
Roll no hota hai Pass Smoke12@ Ye hai,check kr lo
Kr diya?,na
Fir kya check kr le??,sari detail other
Baki sb sahi hai Bs tum sub select kr do Aur add kr ke Form fill kr do,dakh lo ak bar Subject to add kr diye hmne
Rcs 052 Ruc 501 Add kre hai na To theek hai,ha
To bs Form submit kr diya na.,ha
Thnx,Kitne hua ??
bhai. ye wala code sheck kro #include<bits/stdc++.h> agr time ho to,"ok bhai 5 padho fr se, kutch or boll rha h"
achha treep se baat kr lo wo wahi kr rha hai,ok
abhi hm 4 wala kr rhe,hmne kr liya but wa aa rha h vvaha
100 ka ho gya?,nhi 0
4 ya 5,5
achha treep se baat kro,ok
hmari english to jante hi ho,😅
Pura ho gya,Bejo
#include<bits/stdc++.h>,5 me bole te vohh ... dakho #include<bits/stdc++.h>
achha ha dekhte hai,/*r = k-1;*/ ?
comment hai,ok This message was deleted
yahi code run kre ho?,Ha #include<bits/stdc++.h>
bhai wahi code bheza hai jo hmne run kra,Vo jo condition tk ki ti vo dakh lo Vahi glti hogi
kaha pr?,Wa ho rha h na.. ak case me Jo sahi kiye to dakh lo
ha,Mere me
tumne mere code editing kri hai na,Ha mill ky? error
dhund rhe bhai yar kre to theek ho. hme koi error to ni mili,ok ho gy
kya glt the?,return;
achha ha hmne wahi chenge kra sirf tumhare code me,ok
bhai q5 sahi btaye hai hm tumhe,Ok
Are ni Tle ho rha,Ha😅
Treep se discuss kro Wo kr rha hoga board me khde ho kr,🤭
😁,Takta nhi h ky
New hota to tum bhi na thkte Thode din,😂 ha
Jra apna code bhezo ye wala Hm dekhte hai,Uper valla hi h
Kuchh change to kre hoge na,Ha vo negative handle kiye h bas Ans
New wala code bhezo Hm uski time complexity km krte hai,#include<bits/stdc++.h> Karo 50 hi mill jay
Ha ll int data_r[r];,points store kr rhe h starting and end ke 10^5 ka array bann ta h?
Ha,ok 10^9 ka? ? ye ho sakta h?
no,call karo
okk,? kiya submit nhi ho rha h
No i am still figuring logic Yet to haw make it 3 in the given array,ok
kuch smjh me aya?,😓 na
bhai 400+ submissions a gye hai uske bhi,karte h mere me bi 7hrs dikha rha h
achha bhai kre kuchh? ye kya hai? abe mere name se psit htao yaar tume number delete kr do lekin psit mt lgao,😅
oh! so jao sql queries kl krna ab,nhi sooye ge
na so. hm to khrhe raat bhr jgo.,kyo
kl din bhr jgo fir kl raat bhr jgna prso bhi jgna,😨
aur saturday ki raat ko so jana jb snackdown ho,jaa rhe soone
taki ek competitor km ho jaye. 😂😂,😒
🙃🙃,Vo and sum valla kal samja do
kya?,Jo segment tree sehona ta Listen to Sarangi Says (Orignal Mix) - Dr. Groove by Dr. Groove #np on #SoundCloud Ye sunna !!?
And square segment?,Ha bhai
Khud abhi ni aya hai. Av subh smjhe ge use Agr a gya to kl btate hai,Smj lo bhai
Me ha kosis kre ge,Thanks bhai Lenovo ideapad 320 kaisa h?
Bhai yar sahi hai,Ok
Lenovo Ideapad 320 Core i3 6th Gen - (4 GB/1 TB HDD/DOS) IP 320-15ISK Laptop,Ye uper kon kon se notification h?
ek volte ka hai use bgl me do not disturb ka hai,Left side
aur network ka hai jiska data connection off hai,Bhai left side me Bhai bhai bhai ... Bhai
do not disturb ke? hua kya hai?,Analysis kr rhe h Todi si
meri?,🙄 nhi
achha,Jiski pic send ki h 🤘🏻
phle ek sms ka fir uske bad request hai uske football ke news ka notification hai,Score ke?
ha score ka hi hota hai,Ok This message was deleted Thanks
Hdhdh,Kya hua bhai ? Nov nhi kr rhe hy ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Achha,Acha to tum jagg rhe ho
Lol Hm ab bhi jg rhe hai,🙄
Ok 😁 🙃 Nov chal dekh rhe?,Ha bhai
Kitne kr liye 5?,2 bhai 3 kr rhw
2 ho gya?,Ha
Hm phn kr rhe,#include<bits/stdc++.h>
